[23:15:20][no_game_date][pdxassetutil.cpp:1098]: Duplicate texture 'SOV_infantry_diffuse.dds' found (current path 'gfx/models/units/infantry/SOV_infantry_diffuse.dds', previous path 'gfx/models/units/SOV_infantry_diffuse.dds')
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_medium_tank", associated with PRC medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_medium_tank", associated with PRC medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_medium_tank", associated with PRC medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_light_tank", associated with PRC light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_light_tank", associated with PRC light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_light_tank", associated with PRC light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_AST/light_2/AST_cruiser_tank_mk_3dds", associated with AST light_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_basic_heavy_tank", associated with YUG heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_imp_heavy_tank", associated with YUG heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_adv_heavy_tank", associated with YUG heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_basic_main_tank", associated with YUG medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_imp_main_tank", associated with YUG medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_adv_main_tank", associated with YUG medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_gwtank", associated with YUG light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_basic_light_tank", associated with YUG light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_imp_light_tank", associated with YUG light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_YUG_adv_light_tank", associated with YUG light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_basic_heavy_tank", associated with ROM heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_imp_heavy_tank", associated with ROM heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_adv_heavy_tank", associated with ROM heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_basic_medium_tank", associated with ROM medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_imp_medium_tank", associated with ROM medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_adv_medium_tank", associated with ROM medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_gwtank", associated with ROM light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_basic_light_tank", associated with ROM light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_imp_light_tank", associated with ROM light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_ROM_adv_light_tank", associated with ROM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_ENG/light_2/ENG_cruiser_tank_mk_3dds", associated with ENG light_tank_chassis_2
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_heavy_tank", associated with YUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_heavy_tank", associated with YUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_heavy_tank", associated with YUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_heavy_tank", associated with YUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_heavy_tank", associated with YUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_heavy_tank", associated with YUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_medium_tank", associated with YUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_medium_tank", associated with YUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_medium_tank", associated with YUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_medium_tank", associated with YUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_medium_tank", associated with YUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_medium_tank", associated with YUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_gwtank", associated with YUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_light_tank", associated with YUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_light_tank", associated with YUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_light_tank", associated with YUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_light_tank", associated with YUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_light_tank", associated with YUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_light_tank", associated with YUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_heavy_fighter3_medium", associated with LAT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_tactical_bomber3_medium", associated with LAT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_heavy_fighter2_medium", associated with LAT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_tactical_bomber2_medium", associated with LAT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_heavy_fighter1_medium", associated with LAT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_tactical_bomber1_medium", associated with LAT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_early_bomber_medium", associated with LAT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_naval_bomber3_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_CAS3_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_fighter3_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_fighter2_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_CAS2_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_naval_bomber2_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_naval_bomber1_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_CAS1_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_fighter1_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_early_fighter_medium", associated with LAT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_strategic_bomber3_medium", associated with LAT large_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_strategic_bomber2_medium", associated with LAT large_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_strategic_bomber1_medium", associated with LAT large_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_naval_bomber3_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_CAS3_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_fighter3_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_fighter2_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_CAS2_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_naval_bomber2_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_naval_bomber1_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_CAS1_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_fighter1_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LAT_early_fighter_medium", associated with LAT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_basic_heavy_tank", associated with HUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_imp_heavy_tank", associated with HUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_adv_heavy_tank", associated with HUN heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_basic_medium_tank", associated with HUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_imp_medium_tank", associated with HUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_adv_medium_tank", associated with HUN medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_gwtank", associated with HUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_basic_light_tank", associated with HUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_imp_light_tank", associated with HUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HUN_adv_light_tank", associated with HUN light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_heavy_tank", associated with XSM heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_heavy_tank", associated with XSM heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_heavy_tank", associated with XSM heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_heavy_tank", associated with XSM heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_heavy_tank", associated with XSM heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_heavy_tank", associated with XSM heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_medium_tank", associated with XSM medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_medium_tank", associated with XSM medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_medium_tank", associated with XSM medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_medium_tank", associated with XSM medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_medium_tank", associated with XSM medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_medium_tank", associated with XSM medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_gwtank", associated with XSM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_light_tank", associated with XSM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_light_tank", associated with XSM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_light_tank", associated with XSM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_light_tank", associated with XSM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_light_tank", associated with XSM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_light_tank", associated with XSM light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_basic_heavy_tank", associated with MEX heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_imp_heavy_tank", associated with MEX heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_adv_heavy_tank", associated with MEX heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_basic_medium_tank", associated with MEX medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_imp_medium_tank", associated with MEX medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_adv_medium_tank", associated with MEX medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_basic_light_tank", associated with MEX light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_imp_light_tank", associated with MEX light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_MEX_adv_light_tank", associated with MEX light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_heavy_tank", associated with GXC heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_heavy_tank", associated with GXC heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_heavy_tank", associated with GXC heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_heavy_tank", associated with GXC heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_heavy_tank", associated with GXC heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_heavy_tank", associated with GXC heavy_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_medium_tank", associated with GXC medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_medium_tank", associated with GXC medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_medium_tank", associated with GXC medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_medium_tank", associated with GXC medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_medium_tank", associated with GXC medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_medium_tank", associated with GXC medium_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_gwtank", associated with GXC light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_light_tank", associated with GXC light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_light_tank", associated with GXC light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_light_tank", associated with GXC light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_light_tank", associated with GXC light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_light_tank", associated with GXC light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_light_tank", associated with GXC light_tank_chassis
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_heavy_fighter3_medium", associated with LIT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_tactical_bomber3_medium", associated with LIT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_heavy_fighter2_medium", associated with LIT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_tactical_bomber2_medium", associated with LIT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_heavy_fighter1_medium", associated with LIT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_tactical_bomber1_medium", associated with LIT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_early_bomber_medium", associated with LIT medium_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_naval_bomber3_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_CAS3_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_fighter3_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_fighter2_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_CAS2_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_naval_bomber2_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_naval_bomber1_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_CAS1_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_fighter1_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_early_fighter_medium", associated with LIT cv_small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_strategic_bomber3_medium", associated with LIT large_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_strategic_bomber2_medium", associated with LIT large_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_strategic_bomber1_medium", associated with LIT large_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_naval_bomber3_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_CAS3_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_fighter3_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_fighter2_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_CAS2_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_naval_bomber2_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_naval_bomber1_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_CAS1_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_fighter1_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_LIT_early_fighter_medium", associated with LIT small_plane_airframe
[23:15:30][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_SAF/heavy_2/SAF_churchill_mk4_cSAF_turret_na75.dds", associated with SAF heavy_tank_chassis_2
